sub_path,target_image
../../../../Datasets/images/preprocessed_image\Z\Z454.jpg,25.0
../../../../Datasets/images/preprocessed_image\X\X725.jpg,23.0
../../../../Datasets/images/preprocessed_image\C\C885.jpg,2.0
../../../../Datasets/images/preprocessed_image\N\N481.jpg,13.0
../../../../Datasets/images/preprocessed_image\W\W326.jpg,22.0
../../../../Datasets/images/preprocessed_image\W\W249.jpg,22.0
../../../../Datasets/images/preprocessed_image\K\K330.jpg,10.0
../../../../Datasets/images/preprocessed_image\T\T809.jpg,19.0
../../../../Datasets/images/preprocessed_image\K\K689.jpg,10.0
../../../../Datasets/images/preprocessed_image\O\O88.jpg,14.0
../../../../Datasets/images/preprocessed_image\G\G520.jpg,6.0
../../../../Datasets/images/preprocessed_image\L\L920.jpg,11.0
../../../../Datasets/images/preprocessed_image\H\H386.jpg,7.0
../../../../Datasets/images/preprocessed_image\Y\Y918.jpg,24.0
../../../../Datasets/images/preprocessed_image\J\J893.jpg,9.0
../../../../Datasets/images/preprocessed_image\G\G270.jpg,6.0
../../../../Datasets/images/preprocessed_image\T\T524.jpg,19.0
../../../../Datasets/images/preprocessed_image\M\M99.jpg,12.0
../../../../Datasets/images/preprocessed_image\C\C37.jpg,2.0
../../../../Datasets/images/preprocessed_image\N\N956.jpg,13.0
../../../../Datasets/images/preprocessed_image\B\B751.jpg,1.0
../../../../Datasets/images/preprocessed_image\L\L880.jpg,11.0
../../../../Datasets/images/preprocessed_image\I\I157.jpg,8.0
../../../../Datasets/images/preprocessed_image\R\R57.jpg,17.0
../../../../Datasets/images/preprocessed_image\A\A448.jpg,0.0
../../../../Datasets/images/preprocessed_image\D\D951.jpg,3.0
../../../../Datasets/images/preprocessed_image\G\G435.jpg,6.0
../../../../Datasets/images/preprocessed_image\G\G778.jpg,6.0
../../../../Datasets/images/preprocessed_image\D\D7.jpg,3.0
../../../../Datasets/images/preprocessed_image\P\P86.jpg,15.0
../../../../Datasets/images/preprocessed_image\I\I581.jpg,8.0
../../../../Datasets/images/preprocessed_image\W\W131.jpg,22.0
../../../../Datasets/images/preprocessed_image\V\V838.jpg,21.0
../../../../Datasets/images/preprocessed_image\V\V306.jpg,21.0
../../../../Datasets/images/preprocessed_image\X\X848.jpg,23.0
../../../../Datasets/images/preprocessed_image\Q\Q688.jpg,16.0
../../../../Datasets/images/preprocessed_image\Z\Z530.jpg,25.0
../../../../Datasets/images/preprocessed_image\L\L532.jpg,11.0
../../../../Datasets/images/preprocessed_image\Q\Q109.jpg,16.0
../../../../Datasets/images/preprocessed_image\X\X721.jpg,23.0
../../../../Datasets/images/preprocessed_image\O\O758.jpg,14.0
../../../../Datasets/images/preprocessed_image\J\J569.jpg,9.0
../../../../Datasets/images/preprocessed_image\Q\Q481.jpg,16.0
../../../../Datasets/images/preprocessed_image\Y\Y869.jpg,24.0
../../../../Datasets/images/preprocessed_image\X\X942.jpg,23.0
../../../../Datasets/images/preprocessed_image\A\A516.jpg,0.0
../../../../Datasets/images/preprocessed_image\O\O439.jpg,14.0
../../../../Datasets/images/preprocessed_image\B\B527.jpg,1.0
../../../../Datasets/images/preprocessed_image\A\A196.jpg,0.0
../../../../Datasets/images/preprocessed_image\K\K310.jpg,10.0
../../../../Datasets/images/preprocessed_image\M\M709.jpg,12.0
../../../../Datasets/images/preprocessed_image\D\D307.jpg,3.0
../../../../Datasets/images/preprocessed_image\F\F199.jpg,5.0
../../../../Datasets/images/preprocessed_image\I\I757.jpg,8.0
../../../../Datasets/images/preprocessed_image\E\E18.jpg,4.0
../../../../Datasets/images/preprocessed_image\nothing\nothing681.jpg,26.0
../../../../Datasets/images/preprocessed_image\H\H666.jpg,7.0
../../../../Datasets/images/preprocessed_image\N\N601.jpg,13.0
../../../../Datasets/images/preprocessed_image\J\J800.jpg,9.0
../../../../Datasets/images/preprocessed_image\Q\Q954.jpg,16.0
../../../../Datasets/images/preprocessed_image\F\F710.jpg,5.0
../../../../Datasets/images/preprocessed_image\L\L175.jpg,11.0
../../../../Datasets/images/preprocessed_image\K\K506.jpg,10.0
../../../../Datasets/images/preprocessed_image\X\X881.jpg,23.0
../../../../Datasets/images/preprocessed_image\L\L328.jpg,11.0
../../../../Datasets/images/preprocessed_image\Z\Z506.jpg,25.0
../../../../Datasets/images/preprocessed_image\O\O821.jpg,14.0
../../../../Datasets/images/preprocessed_image\M\M180.jpg,12.0
../../../../Datasets/images/preprocessed_image\O\O769.jpg,14.0
../../../../Datasets/images/preprocessed_image\U\U853.jpg,20.0
../../../../Datasets/images/preprocessed_image\V\V982.jpg,21.0
../../../../Datasets/images/preprocessed_image\nothing\nothing323.jpg,26.0
../../../../Datasets/images/preprocessed_image\M\M692.jpg,12.0
../../../../Datasets/images/preprocessed_image\Q\Q276.jpg,16.0
../../../../Datasets/images/preprocessed_image\J\J245.jpg,9.0
../../../../Datasets/images/preprocessed_image\H\H932.jpg,7.0
../../../../Datasets/images/preprocessed_image\H\H289.jpg,7.0
../../../../Datasets/images/preprocessed_image\nothing\nothing993.jpg,26.0
../../../../Datasets/images/preprocessed_image\I\I992.jpg,8.0
../../../../Datasets/images/preprocessed_image\I\I991.jpg,8.0
../../../../Datasets/images/preprocessed_image\Q\Q187.jpg,16.0
../../../../Datasets/images/preprocessed_image\Z\Z501.jpg,25.0
../../../../Datasets/images/preprocessed_image\M\M260.jpg,12.0
../../../../Datasets/images/preprocessed_image\X\X830.jpg,23.0
../../../../Datasets/images/preprocessed_image\P\P26.jpg,15.0
../../../../Datasets/images/preprocessed_image\N\N993.jpg,13.0
../../../../Datasets/images/preprocessed_image\N\N178.jpg,13.0
../../../../Datasets/images/preprocessed_image\N\N640.jpg,13.0
../../../../Datasets/images/preprocessed_image\R\R792.jpg,17.0
../../../../Datasets/images/preprocessed_image\F\F200.jpg,5.0
../../../../Datasets/images/preprocessed_image\Q\Q42.jpg,16.0
../../../../Datasets/images/preprocessed_image\L\L768.jpg,11.0
../../../../Datasets/images/preprocessed_image\V\V718.jpg,21.0
../../../../Datasets/images/preprocessed_image\B\B5.jpg,1.0
../../../../Datasets/images/preprocessed_image\G\G635.jpg,6.0
../../../../Datasets/images/preprocessed_image\T\T13.jpg,19.0
../../../../Datasets/images/preprocessed_image\H\H482.jpg,7.0
../../../../Datasets/images/preprocessed_image\K\K476.jpg,10.0
../../../../Datasets/images/preprocessed_image\D\D390.jpg,3.0
../../../../Datasets/images/preprocessed_image\X\X103.jpg,23.0
../../../../Datasets/images/preprocessed_image\A\A477.jpg,0.0
../../../../Datasets/images/preprocessed_image\B\B438.jpg,1.0
../../../../Datasets/images/preprocessed_image\V\V180.jpg,21.0
../../../../Datasets/images/preprocessed_image\L\L782.jpg,11.0
../../../../Datasets/images/preprocessed_image\O\O823.jpg,14.0
../../../../Datasets/images/preprocessed_image\N\N681.jpg,13.0
../../../../Datasets/images/preprocessed_image\S\S399.jpg,18.0
../../../../Datasets/images/preprocessed_image\I\I32.jpg,8.0
../../../../Datasets/images/preprocessed_image\Y\Y232.jpg,24.0
../../../../Datasets/images/preprocessed_image\F\F505.jpg,5.0
../../../../Datasets/images/preprocessed_image\F\F586.jpg,5.0
../../../../Datasets/images/preprocessed_image\K\K843.jpg,10.0
../../../../Datasets/images/preprocessed_image\nothing\nothing423.jpg,26.0
../../../../Datasets/images/preprocessed_image\X\X235.jpg,23.0
../../../../Datasets/images/preprocessed_image\J\J777.jpg,9.0
../../../../Datasets/images/preprocessed_image\I\I50.jpg,8.0
../../../../Datasets/images/preprocessed_image\C\C883.jpg,2.0
../../../../Datasets/images/preprocessed_image\Y\Y697.jpg,24.0
../../../../Datasets/images/preprocessed_image\A\A690.jpg,0.0
../../../../Datasets/images/preprocessed_image\V\V511.jpg,21.0
../../../../Datasets/images/preprocessed_image\L\L190.jpg,11.0
../../../../Datasets/images/preprocessed_image\B\B862.jpg,1.0
../../../../Datasets/images/preprocessed_image\Z\Z61.jpg,25.0
../../../../Datasets/images/preprocessed_image\U\U502.jpg,20.0
../../../../Datasets/images/preprocessed_image\C\C962.jpg,2.0
../../../../Datasets/images/preprocessed_image\F\F444.jpg,5.0
../../../../Datasets/images/preprocessed_image\J\J178.jpg,9.0
../../../../Datasets/images/preprocessed_image\M\M147.jpg,12.0
../../../../Datasets/images/preprocessed_image\H\H63.jpg,7.0
../../../../Datasets/images/preprocessed_image\Q\Q497.jpg,16.0
../../../../Datasets/images/preprocessed_image\nothing\nothing224.jpg,26.0
../../../../Datasets/images/preprocessed_image\Q\Q912.jpg,16.0
../../../../Datasets/images/preprocessed_image\O\O649.jpg,14.0
../../../../Datasets/images/preprocessed_image\A\A799.jpg,0.0
../../../../Datasets/images/preprocessed_image\N\N805.jpg,13.0
../../../../Datasets/images/preprocessed_image\nothing\nothing92.jpg,26.0
../../../../Datasets/images/preprocessed_image\S\S337.jpg,18.0
../../../../Datasets/images/preprocessed_image\X\X126.jpg,23.0
../../../../Datasets/images/preprocessed_image\I\I898.jpg,8.0
../../../../Datasets/images/preprocessed_image\V\V307.jpg,21.0
../../../../Datasets/images/preprocessed_image\D\D411.jpg,3.0
../../../../Datasets/images/preprocessed_image\H\H329.jpg,7.0
../../../../Datasets/images/preprocessed_image\I\I892.jpg,8.0
../../../../Datasets/images/preprocessed_image\P\P594.jpg,15.0
../../../../Datasets/images/preprocessed_image\Z\Z930.jpg,25.0
../../../../Datasets/images/preprocessed_image\J\J512.jpg,9.0
../../../../Datasets/images/preprocessed_image\O\O869.jpg,14.0
../../../../Datasets/images/preprocessed_image\F\F474.jpg,5.0
../../../../Datasets/images/preprocessed_image\M\M205.jpg,12.0
../../../../Datasets/images/preprocessed_image\P\P144.jpg,15.0
../../../../Datasets/images/preprocessed_image\U\U763.jpg,20.0
../../../../Datasets/images/preprocessed_image\R\R127.jpg,17.0
../../../../Datasets/images/preprocessed_image\H\H474.jpg,7.0
../../../../Datasets/images/preprocessed_image\C\C129.jpg,2.0
../../../../Datasets/images/preprocessed_image\V\V872.jpg,21.0
../../../../Datasets/images/preprocessed_image\S\S894.jpg,18.0
../../../../Datasets/images/preprocessed_image\E\E803.jpg,4.0
../../../../Datasets/images/preprocessed_image\U\U670.jpg,20.0
../../../../Datasets/images/preprocessed_image\Q\Q344.jpg,16.0
../../../../Datasets/images/preprocessed_image\K\K891.jpg,10.0
../../../../Datasets/images/preprocessed_image\O\O415.jpg,14.0
../../../../Datasets/images/preprocessed_image\L\L130.jpg,11.0
../../../../Datasets/images/preprocessed_image\I\I126.jpg,8.0
../../../../Datasets/images/preprocessed_image\Q\Q684.jpg,16.0
../../../../Datasets/images/preprocessed_image\M\M136.jpg,12.0
../../../../Datasets/images/preprocessed_image\W\W456.jpg,22.0
../../../../Datasets/images/preprocessed_image\E\E399.jpg,4.0
../../../../Datasets/images/preprocessed_image\A\A847.jpg,0.0
../../../../Datasets/images/preprocessed_image\nothing\nothing529.jpg,26.0
../../../../Datasets/images/preprocessed_image\D\D819.jpg,3.0
../../../../Datasets/images/preprocessed_image\P\P298.jpg,15.0
../../../../Datasets/images/preprocessed_image\nothing\nothing648.jpg,26.0
../../../../Datasets/images/preprocessed_image\J\J710.jpg,9.0
../../../../Datasets/images/preprocessed_image\F\F776.jpg,5.0
../../../../Datasets/images/preprocessed_image\V\V568.jpg,21.0
../../../../Datasets/images/preprocessed_image\S\S321.jpg,18.0
../../../../Datasets/images/preprocessed_image\P\P212.jpg,15.0
../../../../Datasets/images/preprocessed_image\M\M52.jpg,12.0
../../../../Datasets/images/preprocessed_image\Y\Y149.jpg,24.0
../../../../Datasets/images/preprocessed_image\H\H534.jpg,7.0
../../../../Datasets/images/preprocessed_image\K\K143.jpg,10.0
../../../../Datasets/images/preprocessed_image\H\H188.jpg,7.0
../../../../Datasets/images/preprocessed_image\R\R135.jpg,17.0
../../../../Datasets/images/preprocessed_image\O\O30.jpg,14.0
../../../../Datasets/images/preprocessed_image\Q\Q877.jpg,16.0
../../../../Datasets/images/preprocessed_image\B\B337.jpg,1.0
../../../../Datasets/images/preprocessed_image\U\U859.jpg,20.0
../../../../Datasets/images/preprocessed_image\Z\Z643.jpg,25.0
../../../../Datasets/images/preprocessed_image\I\I199.jpg,8.0
../../../../Datasets/images/preprocessed_image\X\X829.jpg,23.0
../../../../Datasets/images/preprocessed_image\T\T648.jpg,19.0
../../../../Datasets/images/preprocessed_image\T\T437.jpg,19.0
../../../../Datasets/images/preprocessed_image\F\F37.jpg,5.0
../../../../Datasets/images/preprocessed_image\O\O444.jpg,14.0
../../../../Datasets/images/preprocessed_image\W\W707.jpg,22.0
../../../../Datasets/images/preprocessed_image\D\D338.jpg,3.0
../../../../Datasets/images/preprocessed_image\U\U264.jpg,20.0
../../../../Datasets/images/preprocessed_image\G\G561.jpg,6.0
../../../../Datasets/images/preprocessed_image\Y\Y730.jpg,24.0
../../../../Datasets/images/preprocessed_image\A\A534.jpg,0.0
../../../../Datasets/images/preprocessed_image\G\G345.jpg,6.0
../../../../Datasets/images/preprocessed_image\R\R837.jpg,17.0
../../../../Datasets/images/preprocessed_image\T\T7.jpg,19.0
../../../../Datasets/images/preprocessed_image\K\K738.jpg,10.0
../../../../Datasets/images/preprocessed_image\J\J811.jpg,9.0
../../../../Datasets/images/preprocessed_image\R\R881.jpg,17.0
../../../../Datasets/images/preprocessed_image\R\R15.jpg,17.0
../../../../Datasets/images/preprocessed_image\E\E463.jpg,4.0
../../../../Datasets/images/preprocessed_image\Q\Q979.jpg,16.0
../../../../Datasets/images/preprocessed_image\Y\Y331.jpg,24.0
../../../../Datasets/images/preprocessed_image\N\N167.jpg,13.0
../../../../Datasets/images/preprocessed_image\S\S25.jpg,18.0
../../../../Datasets/images/preprocessed_image\Z\Z226.jpg,25.0
../../../../Datasets/images/preprocessed_image\P\P525.jpg,15.0
../../../../Datasets/images/preprocessed_image\Y\Y184.jpg,24.0
../../../../Datasets/images/preprocessed_image\S\S95.jpg,18.0
../../../../Datasets/images/preprocessed_image\A\A17.jpg,0.0
../../../../Datasets/images/preprocessed_image\Q\Q540.jpg,16.0
../../../../Datasets/images/preprocessed_image\R\R343.jpg,17.0
../../../../Datasets/images/preprocessed_image\Q\Q897.jpg,16.0
../../../../Datasets/images/preprocessed_image\T\T602.jpg,19.0
../../../../Datasets/images/preprocessed_image\A\A420.jpg,0.0
../../../../Datasets/images/preprocessed_image\I\I257.jpg,8.0
../../../../Datasets/images/preprocessed_image\Y\Y857.jpg,24.0
../../../../Datasets/images/preprocessed_image\nothing\nothing271.jpg,26.0
../../../../Datasets/images/preprocessed_image\E\E341.jpg,4.0
../../../../Datasets/images/preprocessed_image\A\A321.jpg,0.0
../../../../Datasets/images/preprocessed_image\Y\Y859.jpg,24.0
../../../../Datasets/images/preprocessed_image\F\F550.jpg,5.0
../../../../Datasets/images/preprocessed_image\E\E791.jpg,4.0
../../../../Datasets/images/preprocessed_image\U\U4.jpg,20.0
../../../../Datasets/images/preprocessed_image\D\D467.jpg,3.0
../../../../Datasets/images/preprocessed_image\M\M82.jpg,12.0
../../../../Datasets/images/preprocessed_image\I\I873.jpg,8.0
../../../../Datasets/images/preprocessed_image\J\J116.jpg,9.0
../../../../Datasets/images/preprocessed_image\M\M749.jpg,12.0
../../../../Datasets/images/preprocessed_image\E\E620.jpg,4.0
../../../../Datasets/images/preprocessed_image\F\F682.jpg,5.0
../../../../Datasets/images/preprocessed_image\Q\Q608.jpg,16.0
../../../../Datasets/images/preprocessed_image\W\W720.jpg,22.0
../../../../Datasets/images/preprocessed_image\N\N920.jpg,13.0
../../../../Datasets/images/preprocessed_image\O\O809.jpg,14.0
../../../../Datasets/images/preprocessed_image\F\F29.jpg,5.0
../../../../Datasets/images/preprocessed_image\U\U241.jpg,20.0
../../../../Datasets/images/preprocessed_image\U\U729.jpg,20.0
../../../../Datasets/images/preprocessed_image\B\B625.jpg,1.0
../../../../Datasets/images/preprocessed_image\E\E931.jpg,4.0
../../../../Datasets/images/preprocessed_image\M\M991.jpg,12.0
../../../../Datasets/images/preprocessed_image\H\H208.jpg,7.0
../../../../Datasets/images/preprocessed_image\J\J437.jpg,9.0
../../../../Datasets/images/preprocessed_image\K\K598.jpg,10.0
../../../../Datasets/images/preprocessed_image\E\E440.jpg,4.0
../../../../Datasets/images/preprocessed_image\C\C972.jpg,2.0
../../../../Datasets/images/preprocessed_image\I\I62.jpg,8.0
../../../../Datasets/images/preprocessed_image\C\C970.jpg,2.0
../../../../Datasets/images/preprocessed_image\O\O864.jpg,14.0
../../../../Datasets/images/preprocessed_image\Y\Y71.jpg,24.0
../../../../Datasets/images/preprocessed_image\Z\Z678.jpg,25.0
../../../../Datasets/images/preprocessed_image\Z\Z398.jpg,25.0
../../../../Datasets/images/preprocessed_image\E\E146.jpg,4.0
../../../../Datasets/images/preprocessed_image\H\H406.jpg,7.0
../../../../Datasets/images/preprocessed_image\B\B210.jpg,1.0
../../../../Datasets/images/preprocessed_image\K\K975.jpg,10.0
../../../../Datasets/images/preprocessed_image\D\D928.jpg,3.0
../../../../Datasets/images/preprocessed_image\O\O17.jpg,14.0
../../../../Datasets/images/preprocessed_image\F\F858.jpg,5.0
../../../../Datasets/images/preprocessed_image\K\K541.jpg,10.0
../../../../Datasets/images/preprocessed_image\E\E961.jpg,4.0
../../../../Datasets/images/preprocessed_image\B\B554.jpg,1.0
../../../../Datasets/images/preprocessed_image\J\J264.jpg,9.0
../../../../Datasets/images/preprocessed_image\G\G833.jpg,6.0
../../../../Datasets/images/preprocessed_image\N\N873.jpg,13.0
../../../../Datasets/images/preprocessed_image\X\X886.jpg,23.0
../../../../Datasets/images/preprocessed_image\K\K289.jpg,10.0
../../../../Datasets/images/preprocessed_image\O\O259.jpg,14.0
../../../../Datasets/images/preprocessed_image\W\W357.jpg,22.0
../../../../Datasets/images/preprocessed_image\E\E627.jpg,4.0
../../../../Datasets/images/preprocessed_image\U\U899.jpg,20.0
../../../../Datasets/images/preprocessed_image\T\T24.jpg,19.0
../../../../Datasets/images/preprocessed_image\I\I789.jpg,8.0
../../../../Datasets/images/preprocessed_image\Y\Y444.jpg,24.0
../../../../Datasets/images/preprocessed_image\C\C16.jpg,2.0
../../../../Datasets/images/preprocessed_image\P\P625.jpg,15.0
